"number"	"rank"	"title"	"studio"	"worldwide"	"domestic"	"overseas"	"release_year"	"genre"	"mpaa"	"theater"	"rating"	"genre1"	"genre2"	"ow"	"runt"	"weeks"	"director1"	"director2"	"star1"	"star2"	"per"	"budget"	"series"	"title1"	"rn"	"to_rating"	"sh"	"bb"
"580"	580	580	"Crouching Tiger Hidden Dragon"	"SPC"	213.5	128.1	85.4	2000	"Foreign / Action"	"PG-13"	NA	7.9	"Foreign"	"Action"	NA	120	NA	"Ang Lee"	""	"Yun-Fat Chow"	"Michelle Yeoh"	"hs"	17	0	"crouchingtigerhiddendragon"	151	86	0	7.54
"581"	581	581	"Into the Woods"	"BV"	213.1	128	85.1	2014	"Musical"	"PG"	2833	6	"Musical"	""	31.1	124	16.1	"Rob Marshall"	""	"Anna Kendrick"	"Daniel Huttlestone"	"hs"	50	0	"intothewoods"	0	0	0	2.56
"582"	582	582	"Bedtime Stories"	"BV"	212.9	110.1	102.8	2008	"Family Adventure"	"PG"	3684	6.1	"Family"	"Adventure"	27.5	95	11.1	"Adam Shankman"	""	"Adam Sandler"	"Keri Russell"	"hs"	80	0	"bedtimestories"	0	0	0	1.38
"583"	583	583	"Miss Congeniality"	"WB"	212.7	106.8	105.9	2000	"Action Comedy"	"PG-13"	NA	6.1	"Action"	"Comedy"	NA	109	NA	"Donald Petrie"	""	"Sandra Bullock"	"Michael Caine"	"hs"	45	0	"misscongeniality"	0	0	0	2.37
"584"	584	584	"Entrapment"	"Fox"	212.4	87.7	124.7	1999	"Romantic Thriller"	"PG-13"	NA	6.2	"Romantic"	"Thriller"	NA	113	NA	"Jon Amiel"	""	"Sean Connery"	"Catherine Zeta-Jones"	"ns"	66	0	"entrapment"	0	0	0	1.33
"585"	585	585	"Ace Ventura: When Nature Calls"	"WB"	212.4	108.4	104	1995	"Comedy"	"PG-13"	NA	6.3	"Comedy"	""	NA	94	NA	"Steve Oedekerk"	""	"Jim Carrey"	"Ian McNeice"	"ns"	NA	1	"aceventura:whennaturecalls"	0	0	0	NA
"586"	586	586	"Master and Commander: The Far Side of the World"	"Fox"	212	93.9	118.1	2003	"War"	"PG-13"	3101	7.4	"War"	""	25.1	138	26	"Peter Weir"	""	"Russell Crowe"	"Paul Bettany"	"ns"	150	1	"masterandcommander:thefarsideoftheworld"	210	74	0	0.63
"587"	587	587	"End of Days"	"Uni."	212	66.9	145.1	1999	"Action Horror"	"R"	NA	5.7	"Action"	"Horror"	NA	121	NA	"Peter Hyams"	""	"Arnold Schwarzenegger"	"Gabriel Byrne"	"hs"	100	0	"endofdays"	0	0	0	0.67
"588"	588	588	"Battle: Los Angeles"	"Sony"	211.8	83.6	128.3	2011	"Sci-Fi Action"	"PG-13"	3417	5.8	"Sci-Fi"	"Action"	NA	116	NA	"Jonathan Liebesman"	""	"Aaron Eckhart"	"Ramon Rodriguez"	"ns"	70	1	"battle:losangeles"	0	0	0	1.19
"589"	589	589	"Fury"	"Sony"	211.8	85.8	126	2014	"War"	"R"	3313	NA	"War"	""	23.7	134	13.6	"Richard Dennison"	"Dolly Parton"	"Richard Dennison"	"Dolly Parton"	"ns"	68	0	"fury"	343	86	0	1.26
"590"	590	590	"Due Date"	"WB"	211.8	100.5	111.2	2010	"Comedy"	"R"	3365	6.6	"Comedy"	""	32.7	95	12	"Todd Phillips"	""	"Robert Downey Jr."	"Zach Galifianakis"	"ns"	65	0	"duedate"	0	0	0	1.55
"591"	591	591	"Kingdom of Heaven"	"Fox"	211.7	47.4	164.3	2005	"Historical Epic"	"R"	3219	7.2	"Historical"	"Epic"	19.6	145	17	"Ridley Scott"	""	"Martin Hancock"	"Michael Sheen"	"ns"	130	0	"kingdomofheaven"	0	0	0	0.36
"592"	592	592	"The Little Mermaid"	"BV"	211.3	111.5	99.8	1989	"Animation"	"G"	NA	7.6	"Animation"	""	NA	83	NA	"Ron Clements"	"John Musker"	"Rene Auberjonois"	"Christopher Daniel Barnes"	"ns"	NA	0	"thelittlemermaid"	66	81	0	NA
"593"	593	593	"Australia"	"Fox"	211.3	49.6	161.8	2008	"Period Adventure"	"PG-13"	2721	6.6	"Period"	"Adventure"	14.8	165	17.3	"Baz Luhrmann"	""	"Shea Adams"	"Eddie Baroo"	"hs"	130	0	"australia"	0	0	0	0.38
"594"	594	594	"District 9"	"TriS"	210.8	115.6	95.2	2009	"Sci-Fi"	"R"	3180	8	"Sci-Fi"	""	37.4	113	12	"Neill Blomkamp"	""	"Sharlto Copley"	"Jason Cope"	"ss"	30	0	"district9"	291	79	0	3.85
"595"	595	595	"Braveheart"	"Par."	210.4	75.6	134.8	1995	"Historical Epic"	"R"	2037	8.4	"Historical"	"Epic"	9.9	177	55.3	"Mel Gibson"	""	"James Robinson"	"Sean Lawlor"	"ss"	72	0	"braveheart"	65	66	0	1.05
"596"	596	596	"Moonraker"	"MGM"	210.3	70.3	140	1979	"Action"	"PG"	NA	6.3	"Action"	""	NA	126	NA	"Lewis Gilbert"	""	"Roger Moore"	"Lois Chiles"	"ss"	NA	0	"moonraker"	0	0	0	NA
"597"	597	597	"The Others"	"Mira."	209.9	96.5	113.4	2001	"Period Horror"	"PG-13"	NA	7.6	"Period"	"Horror"	NA	101	NA	"Alejandro Amen¨¢bar"	""	"Nicole Kidman"	"Fionnula Flanagan"	"ss"	17	0	"theothers"	148	72	0	5.68
"598"	598	598	"Horrible Bosses"	"WB (NL)"	209.6	117.5	92.1	2011	"Comedy"	"R"	3134	6.9	"Comedy"	""	28.3	100	16	"Seth Gordon"	""	"Jason Bateman"	"Steve Wiebe"	"ss"	35	0	"horriblebosses"	0	0	0	3.36
"599"	599	599	"Red Dragon"	"Uni."	209.2	93.1	116	2002	"Thriller"	"R"	3363	7.2	"Thriller"	""	NA	126	NA	"Brett Ratner"	""	"Anthony Hopkins"	"Edward Norton"	"ns"	78	0	"reddragon"	0	0	0	1.19
"600"	600	600	"Lemony Snicket's A Series of Unfortunate Events"	"Par."	209.1	118.6	90.4	2004	"Family Adventure"	"PG"	3623	6.8	"Family"	"Adventure"	30.1	113	19	"Brad Silberling"	""	"Jim Carrey"	"Liam Aiken"	"hs"	140	0	"lemonysnicket'saseriesofunfortunateevents"	0	0	0	0.85
"601"	601	601	"Tomorrowland"	"BV"	209	93.4	115.6	2015	"Sci-Fi"	"PG"	3972	6.5	"Sci-Fi"	""	33	130	17	"Brad Bird"	""	"George Clooney"	"Hugh Laurie"	"ss"	190	0	"tomorrowland"	0	0	0	0.49
"602"	602	602	"Safe House"	"Uni."	208.1	126.4	81.7	2012	"Action Thriller"	"R"	3121	6.8	"Action"	"Thriller"	NA	117	NA	"Daniel Espinosa"	""	"Denzel Washington"	"Ryan Reynolds"	"ns"	85	0	"safehouse"	0	0	0	1.49
"603"	603	603	"S.W.A.T."	"Sony"	207.7	116.9	90.8	2003	"Action Thriller"	"PG-13"	3220	6	"Action"	"Thriller"	37.1	111	17	"Clark Johnson"	""	"Samuel L. Jackson"	"Colin Farrell"	"ss"	80	0	"s.w.a.t."	0	0	0	1.46
"604"	604	604	"Traffic"	"USA"	207.5	124.1	83.4	2000	"Crime Drama"	"R"	NA	7.6	"Crime"	"Drama"	NA	147	NA	"Steven Soderbergh"	""	"Benicio Del Toro"	"Jacob Vargas"	"hs"	NA	0	"traffic"	155	81	0	NA
"605"	605	605	"The Fast and the Furious"	"Uni."	207.3	144.5	62.8	2001	"Action"	"PG-13"	2899	6.7	"Action"	""	NA	106	NA	"Rob Cohen"	""	"Paul Walker"	"Vin Diesel"	"ss"	38	0	"thefastandthefurious"	0	0	0	3.8
"606"	606	606	"Paranormal Activity 3"	"Par."	207	104	103	2011	"Horror"	"R"	3329	5.8	"Horror"	""	52.6	81	11	"Henry Joost"	"Ariel Schulman"	"Lauren Bittner"	"Christopher Nicholas Smith"	"ns"	5	1	"paranormalactivity3"	0	0	0	20.8
"607"	607	607	"Philadelphia"	"TriS"	206.7	77.4	129.2	1993	"Drama"	"PG-13"	NA	7.7	"Drama"	""	NA	125	NA	"Jonathan Demme"	""	"Tom Hanks"	"Denzel Washington"	"hs"	26	0	"philadelphia"	50	66	0	2.98
"608"	608	608	"The Expendables 3"	"LGF"	206.2	39.3	166.9	2014	"Action"	"PG-13"	3221	6.1	"Action"	""	15.9	103	9	"Patrick Hughes"	""	"Sylvester Stallone"	"Jason Statham"	"ss"	NA	1	"theexpendables3"	0	0	0	NA
"609"	609	609	"Sleepy Hollow"	"Par."	206.1	101.1	105	1999	"Period Horror"	"R"	3069	7.4	"Period"	"Horror"	NA	105	NA	"Tim Burton"	""	"Johnny Depp"	"Christina Ricci"	"ns"	100	0	"sleepyhollow"	126	55	0	1.01
"610"	610	610	"The Jungle Book"	"Dis."	205.8	141.8	64	1967	"Animation"	"G"	NA	7.6	"Animation"	""	NA	78	NA	"Wolfgang Reitherman"	""	"Phil Harris"	"Sebastian Cabot"	"ns"	NA	0	"thejunglebook"	0	0	0	NA
"611"	611	611	"JFK"	"WB"	205.4	70.4	135	1991	"Drama / Thriller"	"R"	1395	8	"Drama"	"Thriller"	NA	206	NA	"Oliver Stone"	""	"Sally Kirkland"	"Anthony Ramirez"	"hs"	NA	0	"jfk"	60	74	0	NA
"612"	612	612	"White House Down"	"Sony"	205.4	73.1	132.3	2013	"Action Drama"	"PG-13"	3222	6.4	"Action"	"Drama"	24.9	137	11.4	"Roland Emmerich"	""	"Channing Tatum"	"Jamie Foxx"	"ss"	150	0	"whitehousedown"	0	0	0	0.49
"613"	613	613	"The Ugly Truth"	"Sony"	205.3	88.9	116.4	2009	"Romantic Comedy"	"R"	2975	6.5	"Romantic"	"Comedy"	27.6	96	11	"Robert Luketic"	""	"Katherine Heigl"	"Gerard Butler"	"ss"	38	0	"theuglytruth"	0	0	0	2.34
"614"	614	614	"The Holiday"	"Sony"	205.1	63.2	141.9	2006	"Romantic Comedy"	"PG-13"	2698	6.9	"Romantic"	"Comedy"	12.8	136	8	"Nancy Meyers"	""	"Cameron Diaz"	"Kate Winslet"	"hs"	85	0	"theholiday"	46	51	0	0.74
"615"	615	615	"The Break-Up"	"Uni."	205	118.7	86.3	2006	"Romantic Comedy"	"PG-13"	3146	5.8	"Romantic"	"Comedy"	39.2	106	14	"Peyton Reed"	""	"Vince Vaughn"	"Jennifer Aniston"	"ss"	52	0	"thebreakup"	0	0	0	2.28
"616"	616	616	"Eat Pray Love"	"Sony"	204.6	80.6	124	2010	"Drama"	"PG-13"	3108	5.7	"Drama"	""	23.1	133	12	"Ryan Murphy"	""	"Julia Roberts"	"I. Gusti Ayu Puspawati"	"ss"	60	0	"eatpraylove"	0	0	0	1.34
"617"	617	617	"King Arthur"	"BV"	203.6	51.9	151.7	2004	"Period Adventure"	"PG-13"	3086	6.3	"Period"	"Adventure"	15.2	130	14.3	"Antoine Fuqua"	""	"Clive Owen"	"Ioan Gruffudd"	"ss"	120	0	"kingarthur"	0	0	0	0.43
"618"	618	618	"Everest"	"Uni."	203.4	43.5	159.9	2015	"Thriller"	"PG-13"	NA	NA	"Thriller"	""	NA	121	NA	"Henri de Gerlache"	""	"Asil Ra_s"	"Christopher Thompson"	"ns"	55	0	"everest"	0	0	0	0.79
"619"	619	619	"Vanilla Sky"	"Par."	203.4	100.6	102.8	2001	"Thriller"	"R"	2842	6.9	"Thriller"	""	NA	135	NA	"Cameron Crowe"	""	"Tom Cruise"	"Pen¨¦lope Cruz"	"hs"	68	0	"vanillasky"	0	0	0	1.48
"620"	620	620	"Need for Speed"	"BV"	203.3	43.6	159.7	2014	"Action"	"PG-13"	3115	6.5	"Action"	""	17.8	130	14	"Scott Waugh"	""	"Aaron Paul"	"Dominic Cooper"	"ns"	66	0	"needforspeed"	0	0	0	0.66
"621"	621	621	"Hairspray"	"NL"	202.5	118.9	83.7	2007	"Musical"	"PG"	3121	6.8	"Musical"	""	27.5	107	14	"Adam Shankman"	""	"John Travolta"	"Michelle Pfeiffer"	"ss"	NA	0	"hairspray"	211	80	0	NA
"622"	622	622	"Patch Adams"	"Uni."	202.3	135	67.3	1998	"Comedy / Drama"	"PG-13"	2909	6.7	"Comedy"	"Drama"	NA	115	NA	"Tom Shadyac"	""	"Robin Williams"	"Daniel London"	"hs"	90	0	"patchadams"	0	0	0	1.5
"623"	623	623	"Fun with Dick and Jane"	"Sony"	202	110.3	91.7	2005	"Crime Comedy"	"PG-13"	3239	6.1	"Crime"	"Comedy"	14.4	90	10.3	"Dean Parisot"	""	"Jim Carrey"	"T¨¦a Leoni"	"hs"	100	0	"funwithdickandjane"	0	0	0	1.1
"624"	624	624	"Teenage Mutant Ninja Turtles"	"NL"	202	135.3	66.7	1990	"Family Adventure"	"PG"	NA	5.9	"Family"	"Adventure"	NA	93	NA	"Jonathan Liebesman"	""	"Megan Fox"	"Will Arnett"	"ns"	13.5	0	"teenagemutantninjaturtles"	50	29	0	10.02
"625"	625	625	"Kindergarten Cop"	"Uni."	202	91.5	110.5	1990	"Comedy"	"PG-13"	1937	6	"Comedy"	""	NA	111	NA	"Ivan Reitman"	""	"Arnold Schwarzenegger"	"Penelope Ann Miller"	"hs"	15	0	"kindergartencop"	0	0	0	6.1
"626"	626	626	"Ponyo"	"BV"	201.8	15.1	186.7	2009	"Animation"	"G"	NA	7.7	"Animation"	""	NA	100	NA	"Hayao Miyazaki"	""	"Tomoko Yamaguchi"	"Kazushige Nagashima"	"ss"	NA	0	"ponyo"	159	81	0	NA
"627"	627	627	"Straight Outta Compton"	"Uni."	201.6	161.2	40.4	2015	"Drama"	"R"	NA	8	"Drama"	""	NA	147	NA	"F. Gary Gray"	""	"O'Shea Jackson Jr."	"Corey Hawkins"	"ss"	28	0	"straightouttacompton"	200	77	0	5.76
"628"	628	628	"21 Jump Street"	"Sony"	201.6	138.4	63.1	2012	"Action Comedy"	"R"	3148	7.2	"Action"	"Comedy"	36.3	109	15.4	"Phil Lord"	"Christopher Miller"	"Jonah Hill"	"Channing Tatum"	"ns"	42	0	"21jumpstreet"	209	74	0	3.3
"629"	629	629	"Yogi Bear"	"WB"	201.6	100.2	101.3	2010	"Family Comedy"	"PG"	3515	4.6	"Family"	"Comedy"	16.4	82	16	"Eric Brevig"	""	"Dan Aykroyd"	"Justin Timberlake"	"hs"	80	0	"yogibear"	0	0	0	1.25
"630"	630	630	"Garfield: The Movie"	"Fox"	200.8	75.4	125.4	2004	"Family Comedy"	"PG"	3150	4.9	"Family"	"Comedy"	21.7	85	21	"Peter Hewitt"	""	"Breckin Meyer"	"Jennifer Love Hewitt"	"ss"	50	1	"garfield:themovie"	0	0	0	1.51
"631"	631	631	"Cats & Dogs"	"WB"	200.7	93.4	107.3	2001	"Family Adventure"	"PG"	NA	5.2	"Family"	"Adventure"	NA	87	NA	"Lawrence Guterman"	""	"Jeff Goldblum"	"Elizabeth Perkins"	"ss"	60	0	"cats&dogs"	0	0	0	1.56
"632"	632	632	"The Hunt for Red October"	"Par."	200.5	122	78.5	1990	"Action Thriller"	"PG"	NA	7.6	"Action"	"Thriller"	NA	134	NA	"John McTiernan"	""	"Sean Connery"	"Alec Baldwin"	"ns"	30	0	"thehuntforredoctober"	66	75	0	4.07
"633"	633	633	"Valkyrie"	"UA"	200.3	83.1	117.2	2008	"Thriller"	"PG-13"	2838	7.1	"Thriller"	""	21	120	16.1	"Bryan Singer"	""	"Tom Cruise"	"Kenneth Branagh"	"hs"	75	0	"valkyrie"	0	0	0	1.11
