"number"	"rank"	"title"	"studio"	"worldwide"	"domestic"	"overseas"	"release_date"	"release_year"	"genre"	"mpaa"	"theater"	"rating"	"genre1"	"genre2"	"ow"	"runt"	"weeks"	"director1"	"director2"	"star1"	"star2"	"per"	"budget"
"554"	554	554	"Captain Phillips"	"Sony"	218.8	107.1	111.7	NA	2013	"Drama"	"R"	NA	7.9	"Drama"	""	NA	134	NA	"Paul Greengrass"	""	"Tom Hanks"	"Catherine Keener"	"ns"	30
"555"	555	555	"The Prince of Egypt"	"DW"	218.6	101.4	117.2	NA	1998	"Animation"	"PG-13"	3143	7	"Animation"	""	25.7	99	20.4	"Brenda Chapman"	"Steve Hickner"	"Val Kilmer"	"Ralph Fiennes"	"hs"	55
"556"	556	556	"Jack Reacher"	"Par."	218.3	80.1	138.3	NA	2012	"Crime Drama"	"PG"	NA	7	"Crime"	"Drama"	NA	130	NA	"Christopher McQuarrie"	""	"Tom Cruise"	"Rosamund Pike"	"hs"	70
"557"	557	557	"Collateral"	"DW"	217.8	101	116.8	NA	2004	"Crime"	"PG-13"	3352	7.6	"Crime"	""	15.2	125	13	"Michael Mann"	""	"Tom Cruise"	"Jamie Foxx"	"ss"	60
"558"	558	558	"Dracula Untold"	"Uni."	217.1	56.3	160.8	NA	2014	"Action Horror"	"R"	3205	6.3	"Action"	"Horror"	24.7	92	14	"Gary Shore"	""	"Luke Evans"	"Sarah Gadon"	"ns"	65
"559"	559	559	"Million Dollar Baby"	"WB"	216.8	100.5	116.3	NA	2004	"Sports Drama"	"PG-13"	2900	8.1	"Sports"	"Drama"	NA	137	NA	"Clint Eastwood"	""	"Clint Eastwood"	"Hilary Swank"	"hs"	70
"560"	560	560	"Ted 2"	"Uni."	216.7	81.5	135.2	NA	2015	"Comedy"	"PG-13"	NA	6.4	"Comedy"	""	NA	115	NA	"Seth MacFarlane"	""	"Mark Wahlberg"	"Seth MacFarlane"	"ss"	30
"561"	561	561	"The Help"	"BV"	216.6	169.7	46.9	NA	2011	"Drama"	"R"	3448	8.1	"Drama"	""	NA	137	NA	"Tate Taylor"	""	"Emma Stone"	"Viola Davis"	"ss"	68
"562"	562	562	"Twins"	"Uni."	216.6	111.9	104.7	NA	1988	"Comedy"	"PG-13"	NA	6	"Comedy"	""	NA	105	NA	"Ivan Reitman"	""	"Arnold Schwarzenegger"	"Danny DeVito"	"hs"	25
"563"	563	563	"Valentine's Day"	"WB (NL)"	216.5	110.5	106	NA	2010	"Romantic Comedy"	"PG"	1659	5.8	"Romantic"	"Comedy"	NA	117	NA	"Garry Marshall"	""	"Jessica Alba"	"Kathy Bates"	"ns"	15
"564"	564	564	"Bad Teacher"	"Sony"	216.2	100.3	115.9	NA	2011	"Comedy"	"PG-13"	3665	5.7	"Comedy"	""	56.3	89	12	"Jake Kasdan"	""	"Cameron Diaz"	"Lucy Punch"	"ss"	52
"565"	565	565	"Clear and Present Danger"	"Par."	215.9	122.2	93.7	NA	1994	"Action Thriller"	"R"	NA	6.9	"Action"	"Thriller"	NA	141	NA	"Phillip Noyce"	""	"Harrison Ford"	"Willem Dafoe"	"ss"	20
"566"	566	566	"101 Dalmatians"	"Dis."	215.9	144.9	71	NA	1961	"Animation"	"PG-13"	NA	7.2	"Animation"	""	NA	79	NA	"Clyde Geronimi"	"Hamilton Luske"	"Rod Taylor"	"J. Pat O'Malley"	"ns"	62
"567"	567	567	"Bram Stoker's Dracula"	"Col."	215.9	82.5	133.3	NA	1992	"Period Horror"	"G"	NA	7.5	"Period"	"Horror"	NA	127	NA	"Francis Ford Coppola"	""	"Gary Oldman"	"Winona Ryder"	"ns"	NA
"568"	568	568	"Vertical Limit"	"Sony"	215.7	69.2	146.4	NA	2015	"Family Comedy"	"R"	NA	5.9	"Family"	"Comedy"	NA	86	NA	"Martin Campbell"	""	"Chris O'Donnell"	"Robin Tunney"	"hs"	40
"569"	569	569	"Alvin and the Chipmunks: The Road Chip"	"Fox"	215.6	84.6	131	NA	2000	"Action"	"PG-13"	NA	4.2	"Action"	""	NA	124	NA	"Walt Becker"	""	"Jason Lee"	"Justin Long"	"hs"	75
"570"	570	570	"Ghostbusters II"	"Col."	215.4	112.5	102.9	NA	1989	"Horror Comedy"	"PG"	2410	6.5	"Horror"	"Comedy"	NA	102	NA	"Ivan Reitman"	""	"Bill Murray"	"Dan Aykroyd"	"ss"	NA
"571"	571	571	"The Patriot"	"Sony"	215.3	113.3	102	NA	2000	"War"	"R"	3061	7.1	"War"	""	NA	164	NA	"Roland Emmerich"	""	"Mel Gibson"	"Heath Ledger"	"ss"	110
"572"	572	572	"The Sorcerer's Apprentice"	"BV"	215.3	63.2	152.1	NA	2010	"Fantasy"	"PG"	3504	6.1	"Fantasy"	""	17.6	111	15.3	"Jon Turteltaub"	""	"Nicolas Cage"	"Jay Baruchel"	"ss"	150
"573"	573	573	"Just Go With It"	"Sony"	214.9	103	111.9	NA	2011	"Romantic Comedy"	"PG-13"	3548	6.4	"Romantic"	"Comedy"	30.5	110	14	"Dennis Dugan"	""	"Adam Sandler"	"Jennifer Aniston"	"ns"	80
"574"	574	574	"Public Enemies"	"Uni."	214.1	97.1	117	NA	2009	"Crime Drama"	"R"	3336	7	"Crime"	"Drama"	25.3	143	9.3	"Michael Mann"	""	"David Wenham"	"Christian Stolte"	"ss"	100
"575"	575	575	"The Bourne Identity"	"Uni."	214	121.7	92.4	NA	2002	"Action Thriller"	"PG-13"	2663	7.9	"Action"	"Thriller"	NA	118	NA	"Doug Liman"	""	"Matt Damon"	"Franka Potente"	"ss"	60
"576"	576	576	"Disclosure"	"WB"	214	83	131	NA	1994	"Drama / Thriller"	"R"	NA	6	"Drama"	"Thriller"	NA	129	NA	"Barry Levinson"	""	"Michael Douglas"	"Demi Moore"	"hs"	55
"577"	577	577	"Dirty Dancing"	"Vest"	214	64	150	NA	1987	"Romance"	"PG-13"	NA	6.9	"Romance"	""	NA	105	NA	"Emile Ardolino"	""	"Jennifer Grey"	"Patrick Swayze"	"ss"	6
"578"	578	578	"Pulp Fiction"	"Mira."	213.9	107.9	106	NA	1994	"Crime"	"R"	NA	8.9	"Crime"	""	NA	154	NA	"Quentin Tarantino"	""	"Tim Roth"	"Laura Lovelace"	"ns"	8
"579"	579	579	"The Aviator"	"Mira."	213.7	102.6	111.1	NA	2004	"Period Drama"	"PG-13"	NA	7.5	"Period"	"Drama"	NA	168	NA	"Martin Scorsese"	""	"Leonardo DiCaprio"	"Cate Blanchett"	"hs"	110
"580"	580	580	"Crouching Tiger Hidden Dragon"	"SPC"	213.5	128.1	85.4	NA	2000	"Foreign / Action"	"PG-13"	NA	7.9	"Foreign"	"Action"	NA	120	NA	"Ang Lee"	""	"Yun-Fat Chow"	"Michelle Yeoh"	"hs"	17
"581"	581	581	"Into the Woods"	"BV"	213.1	128	85.1	NA	2014	"Musical"	"PG"	2833	6	"Musical"	""	31.1	124	16.1	"Rob Marshall"	""	"Anna Kendrick"	"Daniel Huttlestone"	"hs"	50
"582"	582	582	"Bedtime Stories"	"BV"	212.9	110.1	102.8	NA	2008	"Family Adventure"	"PG"	3684	6.1	"Family"	"Adventure"	27.5	95	11.1	"Adam Shankman"	""	"Adam Sandler"	"Keri Russell"	"hs"	80
"583"	583	583	"Miss Congeniality"	"WB"	212.7	106.8	105.9	NA	2000	"Action Comedy"	"PG-13"	NA	6.1	"Action"	"Comedy"	NA	109	NA	"Donald Petrie"	""	"Sandra Bullock"	"Michael Caine"	"hs"	45
"584"	584	584	"Entrapment"	"Fox"	212.4	87.7	124.7	NA	1999	"Romantic Thriller"	"PG-13"	NA	6.2	"Romantic"	"Thriller"	NA	113	NA	"Jon Amiel"	""	"Sean Connery"	"Catherine Zeta-Jones"	"ns"	66
"585"	585	585	"Ace Ventura: When Nature Calls"	"WB"	212.4	108.4	104	NA	1995	"Comedy"	"PG-13"	NA	6.3	"Comedy"	""	NA	94	NA	"Steve Oedekerk"	""	"Jim Carrey"	"Ian McNeice"	"ns"	NA
"586"	586	586	"Master and Commander: The Far Side of the World"	"Fox"	212	93.9	118.1	NA	2003	"War"	"PG-13"	3101	7.4	"War"	""	25.1	138	26	"Peter Weir"	""	"Russell Crowe"	"Paul Bettany"	"ns"	150
"587"	587	587	"End of Days"	"Uni."	212	66.9	145.1	NA	1999	"Action Horror"	"R"	NA	5.7	"Action"	"Horror"	NA	121	NA	"Peter Hyams"	""	"Arnold Schwarzenegger"	"Gabriel Byrne"	"hs"	100
"588"	588	588	"Battle: Los Angeles"	"Sony"	211.8	83.6	128.3	NA	2011	"Sci-Fi Action"	"PG-13"	3417	5.8	"Sci-Fi"	"Action"	NA	116	NA	"Jonathan Liebesman"	""	"Aaron Eckhart"	"Ramon Rodriguez"	"ns"	70
"589"	589	589	"Fury (2014)"	"Sony"	211.8	85.8	126	NA	2014	"War"	"R"	3313	NA	"War"	""	23.7	134	13.6	"Richard Dennison"	"Dolly Parton"	"Richard Dennison"	"Dolly Parton"	"ns"	68
"590"	590	590	"Due Date"	"WB"	211.8	100.5	111.2	NA	2010	"Comedy"	"R"	3365	6.6	"Comedy"	""	32.7	95	12	"Todd Phillips"	""	"Robert Downey Jr."	"Zach Galifianakis"	"ns"	65
"591"	591	591	"Kingdom of Heaven"	"Fox"	211.7	47.4	164.3	NA	2005	"Historical Epic"	"R"	3219	7.2	"Historical"	"Epic"	19.6	145	17	"Ridley Scott"	""	"Martin Hancock"	"Michael Sheen"	"ns"	130
"592"	592	592	"The Little Mermaid"	"BV"	211.3	111.5	99.8	NA	1989	"Animation"	"G"	NA	7.6	"Animation"	""	NA	83	NA	"Ron Clements"	"John Musker"	"Rene Auberjonois"	"Christopher Daniel Barnes"	"ns"	NA
"593"	593	593	"Australia"	"Fox"	211.3	49.6	161.8	NA	2008	"Period Adventure"	"PG-13"	2721	6.6	"Period"	"Adventure"	14.8	165	17.3	"Baz Luhrmann"	""	"Shea Adams"	"Eddie Baroo"	"hs"	130
"594"	594	594	"District 9"	"TriS"	210.8	115.6	95.2	NA	2009	"Sci-Fi"	"R"	3180	8	"Sci-Fi"	""	37.4	113	12	"Neill Blomkamp"	""	"Sharlto Copley"	"Jason Cope"	"ss"	30
"595"	595	595	"Braveheart"	"Par."	210.4	75.6	134.8	NA	1995	"Historical Epic"	"R"	2037	8.4	"Historical"	"Epic"	9.9	177	55.3	"Mel Gibson"	""	"James Robinson"	"Sean Lawlor"	"ss"	72
"596"	596	596	"Moonraker"	"MGM"	210.3	70.3	140	NA	1979	"Action"	"PG"	NA	6.3	"Action"	""	NA	126	NA	"Lewis Gilbert"	""	"Roger Moore"	"Lois Chiles"	"ss"	NA
"597"	597	597	"The Others"	"Mira."	209.9	96.5	113.4	NA	2001	"Period Horror"	"PG-13"	NA	7.6	"Period"	"Horror"	NA	101	NA	"Alejandro Amen¨¢bar"	""	"Nicole Kidman"	"Fionnula Flanagan"	"ss"	17
"598"	598	598	"Horrible Bosses"	"WB (NL)"	209.6	117.5	92.1	NA	2011	"Comedy"	"R"	3134	6.9	"Comedy"	""	28.3	100	16	"Seth Gordon"	""	"Jason Bateman"	"Steve Wiebe"	"ss"	35
"599"	599	599	"Red Dragon"	"Uni."	209.2	93.1	116	NA	2002	"Thriller"	"R"	3363	7.2	"Thriller"	""	NA	126	NA	"Brett Ratner"	""	"Anthony Hopkins"	"Edward Norton"	"ns"	78
"600"	600	600	"Lemony Snicket's A Series of Unfortunate Events"	"Par."	209.1	118.6	90.4	NA	2004	"Family Adventure"	"PG"	3623	6.8	"Family"	"Adventure"	30.1	113	19	"Brad Silberling"	""	"Jim Carrey"	"Liam Aiken"	"hs"	140
"601"	601	601	"Tomorrowland"	"BV"	209	93.4	115.6	NA	2015	"Sci-Fi"	"PG"	3972	6.5	"Sci-Fi"	""	33	130	17	"Brad Bird"	""	"George Clooney"	"Hugh Laurie"	"ss"	190
"602"	602	602	"Safe House"	"Uni."	208.1	126.4	81.7	NA	2012	"Action Thriller"	"R"	3121	6.8	"Action"	"Thriller"	NA	117	NA	"Daniel Espinosa"	""	"Denzel Washington"	"Ryan Reynolds"	"ns"	85
"603"	603	603	"S.W.A.T."	"Sony"	207.7	116.9	90.8	NA	2003	"Action Thriller"	"PG-13"	3220	6	"Action"	"Thriller"	37.1	111	17	"Clark Johnson"	""	"Samuel L. Jackson"	"Colin Farrell"	"ss"	80
"604"	604	604	"Traffic"	"USA"	207.5	124.1	83.4	NA	2000	"Crime Drama"	"R"	NA	7.6	"Crime"	"Drama"	NA	147	NA	"Steven Soderbergh"	""	"Benicio Del Toro"	"Jacob Vargas"	"hs"	NA
"605"	605	605	"The Fast and the Furious"	"Uni."	207.3	144.5	62.8	NA	2001	"Action"	"PG-13"	2899	6.7	"Action"	""	NA	106	NA	"Rob Cohen"	""	"Paul Walker"	"Vin Diesel"	"ss"	38
"606"	606	606	"Paranormal Activity 3"	"Par."	207	104	103	NA	2011	"Horror"	"R"	3329	5.8	"Horror"	""	52.6	81	11	"Henry Joost"	"Ariel Schulman"	"Lauren Bittner"	"Christopher Nicholas Smith"	"ns"	5
"607"	607	607	"Philadelphia"	"TriS"	206.7	77.4	129.2	NA	1993	"Drama"	"PG-13"	NA	7.7	"Drama"	""	NA	125	NA	"Jonathan Demme"	""	"Tom Hanks"	"Denzel Washington"	"hs"	26
"608"	608	608	"The Expendables 3"	"LGF"	206.2	39.3	166.9	NA	2014	"Action"	"PG-13"	3221	6.1	"Action"	""	15.9	103	9	"Patrick Hughes"	""	"Sylvester Stallone"	"Jason Statham"	"ss"	NA
"609"	609	609	"Sleepy Hollow"	"Par."	206.1	101.1	105	NA	1999	"Period Horror"	"R"	3069	7.4	"Period"	"Horror"	NA	105	NA	"Tim Burton"	""	"Johnny Depp"	"Christina Ricci"	"ns"	100
"610"	610	610	"The Jungle Book"	"Dis."	205.8	141.8	64	NA	1967	"Animation"	"G"	NA	7.6	"Animation"	""	NA	78	NA	"Wolfgang Reitherman"	""	"Phil Harris"	"Sebastian Cabot"	"ns"	NA
"611"	611	611	"JFK"	"WB"	205.4	70.4	135	NA	1991	"Drama / Thriller"	"R"	1395	8	"Drama"	"Thriller"	NA	206	NA	"Oliver Stone"	""	"Sally Kirkland"	"Anthony Ramirez"	"hs"	NA
"612"	612	612	"White House Down"	"Sony"	205.4	73.1	132.3	NA	2013	"Action Drama"	"PG-13"	3222	6.4	"Action"	"Drama"	24.9	137	11.4	"Roland Emmerich"	""	"Channing Tatum"	"Jamie Foxx"	"ss"	150
"613"	613	613	"The Ugly Truth"	"Sony"	205.3	88.9	116.4	NA	2009	"Romantic Comedy"	"R"	2975	6.5	"Romantic"	"Comedy"	27.6	96	11	"Robert Luketic"	""	"Katherine Heigl"	"Gerard Butler"	"ss"	38
"614"	614	614	"The Holiday"	"Sony"	205.1	63.2	141.9	NA	2006	"Romantic Comedy"	"PG-13"	2698	6.9	"Romantic"	"Comedy"	12.8	136	8	"Nancy Meyers"	""	"Cameron Diaz"	"Kate Winslet"	"hs"	85
"615"	615	615	"The Break-Up"	"Uni."	205	118.7	86.3	NA	2006	"Romantic Comedy"	"PG-13"	3146	5.8	"Romantic"	"Comedy"	39.2	106	14	"Peyton Reed"	""	"Vince Vaughn"	"Jennifer Aniston"	"ss"	52
"616"	616	616	"Eat Pray Love"	"Sony"	204.6	80.6	124	NA	2010	"Drama"	"PG-13"	3108	5.7	"Drama"	""	23.1	133	12	"Ryan Murphy"	""	"Julia Roberts"	"I. Gusti Ayu Puspawati"	"ss"	60
"617"	617	617	"King Arthur"	"BV"	203.6	51.9	151.7	NA	2004	"Period Adventure"	"PG-13"	3086	6.3	"Period"	"Adventure"	15.2	130	14.3	"Antoine Fuqua"	""	"Clive Owen"	"Ioan Gruffudd"	"ss"	120
"618"	618	618	"Everest (2015)"	"Uni."	203.4	43.5	159.9	NA	2015	"Thriller"	"PG-13"	NA	NA	"Thriller"	""	NA	121	NA	"Henri de Gerlache"	""	"Asil Ra_s"	"Christopher Thompson"	"ns"	55
"619"	619	619	"Vanilla Sky"	"Par."	203.4	100.6	102.8	NA	2001	"Thriller"	"R"	2842	6.9	"Thriller"	""	NA	135	NA	"Cameron Crowe"	""	"Tom Cruise"	"Pen¨¦lope Cruz"	"hs"	68
"620"	620	620	"Need for Speed"	"BV"	203.3	43.6	159.7	NA	2014	"Action"	"PG-13"	3115	6.5	"Action"	""	17.8	130	14	"Scott Waugh"	""	"Aaron Paul"	"Dominic Cooper"	"ns"	66
"621"	621	621	"Hairspray (2007)"	"NL"	202.5	118.9	83.7	NA	2007	"Musical"	"PG"	3121	6.8	"Musical"	""	27.5	107	14	"Adam Shankman"	""	"John Travolta"	"Michelle Pfeiffer"	"ss"	NA
"622"	622	622	"Patch Adams"	"Uni."	202.3	135	67.3	NA	1998	"Comedy / Drama"	"PG-13"	2909	6.7	"Comedy"	"Drama"	NA	115	NA	"Tom Shadyac"	""	"Robin Williams"	"Daniel London"	"hs"	90
"623"	623	623	"Fun with Dick and Jane"	"Sony"	202	110.3	91.7	NA	2005	"Crime Comedy"	"PG-13"	3239	6.1	"Crime"	"Comedy"	14.4	90	10.3	"Dean Parisot"	""	"Jim Carrey"	"T¨¦a Leoni"	"hs"	100
"624"	624	624	"Teenage Mutant Ninja Turtles"	"NL"	202	135.3	66.7	NA	1990	"Family Adventure"	"PG"	NA	5.9	"Family"	"Adventure"	NA	93	NA	"Jonathan Liebesman"	""	"Megan Fox"	"Will Arnett"	"ns"	13.5
"625"	625	625	"Kindergarten Cop"	"Uni."	202	91.5	110.5	NA	1990	"Comedy"	"PG-13"	1937	6	"Comedy"	""	NA	111	NA	"Ivan Reitman"	""	"Arnold Schwarzenegger"	"Penelope Ann Miller"	"hs"	15
"626"	626	626	"Ponyo"	"BV"	201.8	15.1	186.7	NA	2009	"Animation"	"G"	NA	7.7	"Animation"	""	NA	100	NA	"Hayao Miyazaki"	""	"Tomoko Yamaguchi"	"Kazushige Nagashima"	"ss"	NA
"627"	627	627	"Straight Outta Compton"	"Uni."	201.6	161.2	40.4	NA	2015	"Drama"	"R"	NA	8	"Drama"	""	NA	147	NA	"F. Gary Gray"	""	"O'Shea Jackson Jr."	"Corey Hawkins"	"ss"	28
"628"	628	628	"21 Jump Street"	"Sony"	201.6	138.4	63.1	NA	2012	"Action Comedy"	"R"	3148	7.2	"Action"	"Comedy"	36.3	109	15.4	"Phil Lord"	"Christopher Miller"	"Jonah Hill"	"Channing Tatum"	"ns"	42
"629"	629	629	"Yogi Bear"	"WB"	201.6	100.2	101.3	NA	2010	"Family Comedy"	"PG"	3515	4.6	"Family"	"Comedy"	16.4	82	16	"Eric Brevig"	""	"Dan Aykroyd"	"Justin Timberlake"	"hs"	80
"630"	630	630	"Garfield: The Movie"	"Fox"	200.8	75.4	125.4	NA	2004	"Family Comedy"	"PG"	3150	4.9	"Family"	"Comedy"	21.7	85	21	"Peter Hewitt"	""	"Breckin Meyer"	"Jennifer Love Hewitt"	"ss"	50
"631"	631	631	"Cats & Dogs"	"WB"	200.7	93.4	107.3	NA	2001	"Family Adventure"	"PG"	NA	5.2	"Family"	"Adventure"	NA	87	NA	"Lawrence Guterman"	""	"Jeff Goldblum"	"Elizabeth Perkins"	"ss"	60
"632"	632	632	"The Hunt for Red October"	"Par."	200.5	122	78.5	NA	1990	"Action Thriller"	"PG"	NA	7.6	"Action"	"Thriller"	NA	134	NA	"John McTiernan"	""	"Sean Connery"	"Alec Baldwin"	"ns"	30
"633"	633	633	"Valkyrie"	"UA"	200.3	83.1	117.2	NA	2008	"Thriller"	"PG-13"	2838	7.1	"Thriller"	""	21	120	16.1	"Bryan Singer"	""	"Tom Cruise"	"Kenneth Branagh"	"hs"	75
