"rank" "title" "studio" "worldwide" "domestic" "overseas" "release_year" "genre" "mpaa" "theater" "rating" "genre1" "genre2" "ow" "runt" "weeks" "director1" "per" "budget" "series" "rn" "to_rating" "sh" "bb" "price" "adjusted" "adow" "adbudget" "dir_win" "dir_nomi" "st1_win" "st2_win" "st1_nomi" "st2_nomi"
"432" 432 "American Gangster" "Uni." 266.5 130.2 136.3 2007 "Crime Drama" "R" 3110 7.8 "Crime" "Drama" 43.6 160 13 "Ridley Scott" "ns" 100 0 209 69 0 1.3 62 18.27 6.12 14.03 31 87 68 36 "103" 66
"433" 433 "Waterworld" "Uni." 264.2 88.2 176 1995 "Sci-Fi Adventure" "PG-13" 2420 6.1 "Sci-Fi" "Adventure" NA 136 NA "Kevin Reynolds" "ss" 175 0 50 31 0 0.5 50 15.35 NA 30.45 2 5 46 NA "49" NA
"434" 434 "The Truman Show" "Par." 264.1 125.6 138.5 1998 "Comedy / Drama" "PG" NA 8.1 "Comedy" "Drama" NA 103 NA "Peter Weir" "ss" NA 0 125 83 0 NA 53 20.62 NA NA 32 56 45 37 "88" 88
"435" 435 "Charlie's Angels" "Sony" 264.1 125.3 138.8 2000 "Action Comedy" "PG-13" 3037 5.5 "Action" "Comedy" NA 98 NA "McG" "ns" 93 0 141 55 0 1.35 55 19.82 NA 14.71 24 38 28 32 "82" 57
"436" 436 "The Fifth Element" "Sony" 263.9 63.8 200.1 1997 "Sci-Fi Action" "PG-13" NA 7.6 "Sci-Fi" "Action" NA 126 NA "Luc Besson" "ns" NA 0 59 59 0 NA 52 10.67 NA NA 24 22 21 24 "37" 44
"437" 437 "The Incredible Hulk" "Uni." 263.4 134.8 128.6 2008 "AA" "PG-13" 3508 6.8 "AA" "" NA 114 NA "Louis Leterrier" "ss" 150 0 0 0 0 0.9 63 18.62 NA 20.71 NA NA 46 12 "79" 19
"438" 438 "Jumanji" "Sony" 262.8 100.5 162.3 1995 "Family Adventure" "PG" 2530 6.9 "Family" "Adventure" NA 104 NA "Joe Johnston" "hs" 65 0 0 0 0 1.55 50 17.49 NA 11.31 2 6 63 0 "80" 1
"439" 439 "Bridget Jones: The Edge of Reason" "Uni." 262.5 40.2 222.3 2004 "Romantic Comedy" "R" NA 5.9 "Romantic" "Comedy" NA 108 NA "Beeban Kidron" "ns" 40 1 0 0 0 1.01 59 5.93 NA 5.9 3 2 25 3 "71" 6
"440" 440 "Knight & Day" "Fox" 261.9 76.4 185.5 2010 "Comedy" "PG-13" 3104 6.3 "Comedy" "" 20.1 130 15.3 "James Mangold" "ss" 117 0 0 0 0 0.65 65 10.23 2.69 15.66 5 4 39 28 "76" 82
"441" 441 "Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan" "Fox" 261.6 128.5 133.1 2006 "Comedy" "R" 2611 7.3 "Comedy" "" 26.5 84 21 "Larry Charles" "ns" 18 1 212 81 0 7.14 61 18.33 3.78 2.57 4 19 24 1 "35" 2
"442" 442 "Total Recall" "Sony" 261.3 119.4 141.9 1990 "Sci-Fi Action" "R" NA 7.5 "Sci-Fi" "Action" NA 113 NA "Paul Verhoeven" "ss" 65 0 52 74 0 1.84 49 21.2 NA 11.54 25 19 23 0 "31" 4
"443" 443 "Michael Jackson's This Is It" "Sony" 261.2 72.1 189.1 2009 "Concert" "PG" NA 7.3 "Concert" "" NA 121 NA "Kenny Ortega" "ns" NA 0 179 70 0 NA 64 9.8 NA NA 13 11 16 0 "15" 4
"444" 444 "Robots" "Fox" 260.7 128.2 132.5 2005 "Animation" "PG" 3776 6.3 "Animation" "" 36 90 26 "Chris Wedge" "ns" 75 0 0 0 0 1.71 60 18.59 5.22 10.88 6 6 5 41 "9" 79
"445" 445 "The Lone Ranger" "BV" 260.5 89.3 171.2 2013 "Western" "PG-13" 3904 6.5 "Western" "" 29.2 149 14.3 "Gore Verbinski" "ss" 215 0 0 0 0 0.42 68 11.43 3.74 27.51 7 10 65 6 "115" 11
"446" 446 "Super 8" "Par." 260.1 127 133.1 2011 "Sci-Fi" "PG-13" 3424 7.1 "Sci-Fi" "" 35.5 112 16 "J.J. Abrams" "ss" 50 0 269 71 0 2.54 66 16.74 4.68 6.59 18 41 2 0 "5" 2
"447" 447 "Paddington" "W/Dim." 259.6 76.3 183.3 2015 "Family" "PG" 3355 7.2 "Family" "" NA 95 NA "Paul King" "ns" 55 0 133 87 0 1.39 70 9.48 NA 6.84 0 4 NA NA " " NA
"448" 448 "Charlie's Angels: Full Throttle" "Sony" 259.2 100.8 158.3 2003 "Action Comedy" "PG-13" 3485 4.8 "Action" "Comedy" NA 105 NA "McG" "ss" 120 1 0 0 0 0.84 58 15.12 NA 18 24 38 28 32 "82" 57
"449" 449 "Rush Hour 3" "NL" 258 140.1 117.9 2007 "Action Comedy" "PG-13" 3778 6.2 "Action" "Comedy" 49.1 90 14 "Brett Ratner" "ss" 140 1 0 0 0 1 62 19.66 6.89 19.65 3 4 8 36 "24" 44
"450" 450 "The Full Monty" "FoxS" 257.9 46 212 1997 "Comedy" "R" NA 7.2 "Comedy" "" NA 91 NA "Peter Cattaneo" "ss" 3.5 0 44 84 0 13.14 52 7.7 NA 0.59 19 11 13 1 "20" 7
"451" 451 "Annabelle" "WB (NL)" 256.9 84.3 172.6 2014 "Horror" "R" 3215 5.4 "Horror" "" 37.1 95 11 "John R. Leonetti" "ns" 6.5 0 0 0 0 12.97 69 10.63 4.68 0.82 1 4 0 NA "1" NA
"452" 452 "The Village" "BV" 256.7 114.2 142.5 2004 "Period Horror" "PG-13" 3733 6.5 "Period" "Horror" 50.7 108 18 "M. Night Shyamalan" "ss" 60 0 0 0 0 1.9 59 16.84 7.48 8.85 12 36 14 30 "23" 110
"453" 453 "Erin Brockovich" "Uni." 256.3 125.6 130.7 2000 "Drama" "R" 3070 7.3 "Drama" "" NA 130 NA "Steven Soderbergh" "ns" 52 0 143 73 0 2.42 55 19.87 NA 8.23 29 74 51 NA "86" NA
"454" 454 "Cliffhanger" "TriS" 255 84 171 1993 "Action Thriller" "R" NA 6.4 "Action" "Thriller" NA 113 NA "Renny Harlin" "ss" 70 0 49 57 0 1.2 45 16.24 NA 13.53 3 12 55 21 "58" 46
"455" 455 "Babe" "Uni." 254.1 63.7 190.5 1995 "Family" "G" NA 6.8 "Family" "" NA 92 NA "Chris Noonan" "ss" NA 0 70 86 0 NA 50 11.08 NA NA 4 8 2 1 "2" 2
"456" 456 "Wild Hogs" "BV" 253.6 168.3 85.4 2007 "Comedy" "PG-13" 3401 5.9 "Comedy" "" 39.7 99 22 "Walt Becker" "ns" NA 0 0 0 0 NA 62 23.62 5.57 NA 0 1 23 40 "32" 49
"457" 457 "High School Musical 3: Senior Year" "BV" 252.9 90.6 162.3 2008 "Musical" "G" 3626 4.4 "Musical" "" 42 100 15 "Kenny Ortega" "ns" 11 1 0 0 0 8.24 63 12.51 5.8 1.52 13 11 24 4 "26" 17
"458" 458 "Hercules" "BV" 252.7 99.1 153.6 1997 "Animation" "G" NA 7.2 "Animation" "" NA 92 NA "Ron Clements" "ss" 85 0 52 72 0 1.17 52 16.58 NA 14.22 7 8 5 2 "8" 13
"459" 459 "True Grit" "Par." 252.3 171.2 81 2010 "Western" "PG-13" 3464 7.7 "Western" "" NA 110 NA "Ethan Coen" "hs" 38 0 261 85 0 4.51 65 22.91 NA 5.09 109 252 31 23 "67" 30
"460" 460 "Bean" "Gram." 251.2 45.3 205.9 1997 "Comedy" "PG-13" NA 6.3 "Comedy" "" NA 90 NA "Mel Smith" "ns" 18 0 59 86 0 2.52 52 7.58 NA 3.01 1 0 7 5 "14" 14
"461" 461 "American Hustle" "Sony" 251.2 150.1 101.1 2013 "Drama" "R" NA 7.3 "Drama" "" NA 138 NA "David O. Russell" "hs" 40 0 251 82 0 3.75 68 19.2 NA 5.12 42 99 64 29 "76" 65
"462" 462 "You've Got Mail" "WB" 250.8 115.8 135 1998 "Romantic Comedy" "PG" 2948 6.5 "Romantic" "Comedy" NA 119 NA "Nora Ephron" "hs" 65 0 83 57 0 1.78 53 19.01 NA 10.67 7 18 76 10 "115" 25
"463" 463 "Enemy of the State" "BV" 250.6 111.5 139.1 1998 "Action Thriller" "R" NA 7.3 "Action" "Thriller" NA 131 NA "Tony Scott" "hs" 90 0 84 59 0 1.24 53 18.3 NA 14.77 5 13 56 31 "106" 37
"464" 464 "Brother Bear" "BV" 250.4 85.3 165.1 2003 "Animation" "G" NA 6.8 "Animation" "" NA 85 NA "Aaron Blaise" "ns" NA 0 0 0 0 NA 58 12.79 NA NA 0 1 30 0 "110" 7
"465" 465 "The Mask of Zorro" "Sony" 250.3 94.1 156.2 1998 "Period Adventure" "PG-13" 2515 6.7 "Period" "Adventure" NA 137 NA "Martin Campbell" "ss" 95 0 69 72 0 0.99 53 15.45 NA 15.59 2 10 NA NA " " NA
"466" 466 "Eragon" "Fox" 249.5 75 174.5 2006 "Fantasy" "PG" 3030 5.1 "Fantasy" "" 23.2 99 17 "Stefen Fangmeier" "hs" 100 0 0 0 0 0.75 61 10.7 3.31 14.26 6 16 1 27 "2" 30
"467" 467 "The Ring" "DW" 249.3 129.1 120.2 2002 "Horror" "PG-13" 2927 7.1 "Horror" "" NA 109 NA "Gore Verbinski" "ns" 48 0 225 80 0 2.69 57 19.7 NA 7.33 7 10 52 0 "81" 5
"468" 468 "The Blair Witch Project" "Art." 248.6 140.5 108.1 1999 "Horror" "R" NA 6.4 "Horror" "" NA 86 NA "Daniel Myrick" "ss" 60 0 155 75 0 2.34 54 22.64 NA 9.67 5 8 2 3 "4" 2
"469" 469 "Unbreakable" "BV" 248.1 95 153.1 2000 "Thriller" "PG-13" 2708 7.2 "Thriller" "" NA 106 NA "M. Night Shyamalan" "hs" 75 0 161 56 0 1.27 55 15.03 NA 11.86 12 36 21 31 "37" 76
"470" 470 "Dumb and Dumber" "NL" 247.3 127.2 120.1 1994 "Comedy" "PG-13" NA 7.3 "Comedy" "" NA 101 NA "Peter Farrelly" "hs" 17 0 50 54 0 7.48 47 23.55 NA 3.15 4 4 45 11 "88" 34
"471" 471 "Grown Ups 2" "Sony" 247 133.7 113.3 2013 "Comedy" "PG-13" 3491 5.4 "Comedy" "" 41.5 101 18.4 "Dennis Dugan" "ss" 80 1 0 0 0 1.67 68 17.11 5.31 10.24 1 4 50 1 "68" 13
"472" 472 "Love Actually" "Uni." 246.9 59.7 187.2 2003 "Romantic Comedy" "R" NA 7.7 "Romantic" "Comedy" NA 128 NA "Richard Curtis" "ns" 40 0 0 0 0 1.49 58 8.96 NA 6 19 33 15 1 "25" 1
"473" 473 "Rango" "Par." 245.7 123.5 122.2 2011 "Animation" "PG" 3923 7.2 "Animation" "" NA 107 NA "Gore Verbinski" "ns" 135 0 213 76 0 0.91 66 16.28 NA 17.8 7 10 65 4 "115" 10
"474" 474 "Four Weddings and a Funeral" "Gram." 245.7 52.7 193 1994 "Romantic Comedy" "R" NA 7.1 "Romantic" "Comedy" NA 118 NA "Mike Newell" "ns" 4.4 0 63 84 0 11.98 47 9.76 NA 0.81 13 10 15 NA "18" NA
"475" 475 "Face/Off" "Par." 245.7 112.3 133.4 1997 "Action" "R" 2851 7.3 "Action" "" NA 138 NA "John Woo" "ss" 80 0 83 81 0 1.4 52 18.79 NA 13.38 18 15 40 40 "49" 60
"476" 476 "The Peanuts Movie" "Fox" 245.7 130.1 115.5 2015 "Animation" "G" NA 7.3 "Animation" "" NA 93 NA "Steve Martino" "ns" 99 0 155 76 0 1.31 70 16.17 NA 12.3 22 39 NA NA " " NA
"477" 477 "Dark Shadows" "WB" 245.5 79.7 165.8 2012 "Horror Comedy" "PG-13" 3755 8.1 "Horror" "Comedy" 29.7 113 14 "Dan Curtis" "ns" 150 0 0 0 0 0.53 67 10.35 3.86 19.48 6 6 0 0 "1" 2
"478" 478 "Hulk" "Uni." 245.4 132.2 113.2 2003 "AA" "PG-13" 3674 5.7 "AA" "" 62.1 135 17 "Ang Lee" "ss" 137 0 0 0 0 0.96 58 19.83 9.31 20.55 96 90 9 15 "12" 25
"479" 479 "Bienvenue chez les Ch'tis" NA 245.1 NA 245.1 2008 "Comedy" "None" NA 7.1 "Comedy" "Budget: N/A" NA NA NA "Dany Boon" NA NA 0 0 0 0 NA 63 NA NA NA 4 7 1 4 "2" 7
"480" 480 "The Godfather" "Par." 245.1 135 110.1 1972 "Crime Drama" "R" NA 9.2 "Crime" "Drama" NA 175 NA "Francis Ford Coppola" "ns" 6 0 57 55 0 22.5 27 43.5 NA 1.93 49 47 30 43 "32" 63
"481" 481 "Hercules" "Par." 244.8 72.7 172.1 2014 "AA" "PG-13" 3595 7.2 "AA" "" 29.8 98 12 "Ron Clements" "ss" 100 0 52 72 0 0.73 69 9.17 3.76 12.61 7 8 5 2 "8" 13
"482" 482 "Back to the Future Part III" "Uni." 244.5 87.7 156.8 1990 "Western" "PG" NA 7.4 "Western" "" NA 118 NA "Robert Zemeckis" "ss" 40 1 43 62 0 2.19 49 15.57 NA 7.1 33 33 29 30 "55" 16
"483" 483 "Rush Hour" "NL" 244.4 141.2 103.2 1998 "Action Comedy" "PG-13" NA 6.9 "Action" "Comedy" NA 97 NA "Brett Ratner" "ns" 33 0 70 48 0 4.28 53 23.18 NA 5.42 3 4 2 36 "2" 44
"484" 484 "After Earth" "Sony" 243.8 60.5 183.3 2013 "Sci-Fi" "PG-13" 3401 4.9 "Sci-Fi" "" 27.5 100 11.4 "M. Night Shyamalan" "ss" 130 0 0 0 0 0.47 68 7.74 3.52 16.63 12 36 8 56 "19" 106
"485" 485 "Pixels" "Sony" 243.5 78.7 164.7 2015 "Action Comedy" "PG-13" 3723 5.7 "Action" "Comedy" 24 105 15.4 "Chris Columbus" "ss" 88 0 0 0 0 0.89 70 9.78 2.98 10.94 6 18 50 1 "68" 13
"486" 486 "A Few Good Men" "Col." 243.2 141.3 101.9 1992 "Drama / Thriller" "R" NA 7.6 "Drama" "Thriller" NA 138 NA "Rob Reiner" "hs" 40 0 57 70 0 3.53 46 26.72 NA 7.57 22 27 39 84 "76" 95
"487" 487 "Cloudy with a Chance of Meatballs" "Sony" 243 124.9 118.1 2009 "Animation" "PG" NA 7 "Animation" "" NA 81 NA "Phil Lord" "ns" 100 0 139 76 0 1.25 64 16.98 NA 13.59 11 12 3 1 "15" 18
"488" 488 "8 Mile" "Uni." 242.9 116.8 126.1 2002 "Music Drama" "R" 2585 7 "Music" "Drama" 51.2 118 20 "Curtis Hanson" "ns" 41 0 206 64 0 2.85 57 17.83 7.81 6.26 49 26 30 10 "50" 24
"489" 489 "Marley and Me" "Fox" 242.7 143.2 99.6 2008 "Comedy" "PG" 3505 7.1 "Comedy" "" 36.4 120 18.1 "David Frankel" "hs" NA 0 0 0 0 NA 63 19.78 5.03 NA 7 6 14 33 "45" 73
"490" 490 "RoboCop" "Sony" 242.7 58.6 184.1 2014 "Sci-Fi Action" "PG-13" 3372 5.7 "Sci-Fi" "Action" 21.7 108 13.7 "Irvin Kershner" "ns" 100 0 0 0 0 0.59 69 7.39 2.74 12.61 5 2 NA 0 " " 8
"491" 491 "Eraser" "WB" 242.3 101.3 141 1996 "Action" "R" NA 6.1 "Action" "" NA 115 NA "Chuck Russell" "ss" 100 0 45 24 0 1.01 51 17.28 NA 17.06 1 5 23 6 "31" 18
"492" 492 "Journey to the Center of the Earth" "WB (NL)" 242 101.7 140.3 2008 "Adventure" "PG" 2830 5.8 "Adventure" "" 21 92 22 "Eric Brevig" "ss" 60 0 0 0 0 1.7 63 14.04 2.9 8.29 1 11 8 16 "10" 20
"493" 493 "Resident Evil: Retribution" "SGem" 240.2 42.3 197.8 2012 "Action Horror" "R" 3016 5.4 "Action" "Horror" 21.1 95 8.4 "Paul W.S. Anderson" "ns" 65 1 0 0 0 0.65 67 5.49 2.74 8.44 2 2 3 0 "16" 2
"494" 494 "Die Hard 2: Die Harder" "Fox" 240 117.5 122.5 1990 "Action Thriller" "R" 2507 7.1 "Action" "Thriller" NA 124 NA "Renny Harlin" "ss" 70 1 0 0 0 1.68 49 20.86 NA 12.43 3 12 21 2 "37" 5
"495" 495 "Crocodile Dundee II" "Par." 239.6 109.3 130.3 1988 "Adventure Comedy" "PG" NA 5.5 "Adventure" "Comedy" NA 110 NA "John Cornell" "ss" NA 0 0 0 0 NA 44 21.61 NA NA 0 3 3 0 "16" 1
"496" 496 "Planes" "BV" 239.3 90.3 149 2013 "Animation" "PG" 3716 5.8 "Animation" "" 22.2 92 19 "Klay Hall" "ss" 50 0 0 0 0 1.81 68 11.55 2.84 6.4 0 2 3 6 "4" 8
"497" 497 "Batman and Robin" "WB" 238.2 107.3 130.9 1997 "AA" "PG-13" 2942 3.7 "AA" "" NA 125 NA "Joel Schumacher" "ss" 125 0 0 0 2 0.86 52 17.95 NA 20.91 9 8 23 87 "31" 193
"498" 498 "Click" "SonR" 237.7 137.4 100.3 2006 "Fantasy Comedy" "PG-13" 3764 6.4 "Fantasy" "Comedy" NA 97 NA "Frank Coraci" "ss" 82.5 0 0 0 0 1.67 61 19.6 NA 11.77 NA NA 50 5 "68" 21
"499" 499 "Gulliver's Travels" "Fox" 237.4 42.8 194.6 2010 "Adventure Comedy" "PG" 3089 4.9 "Adventure" "Comedy" 6.3 85 15.9 "Rob Letterman" "hs" 112 0 0 0 0 0.38 65 5.73 0.84 14.99 0 2 8 7 "43" 27
"500" 500 "Gone in 60 Seconds" "BV" 237.2 101.6 135.6 2000 "Action" "PG-13" 3089 6.5 "Action" "" NA 117 NA "Dominic Sena" "ss" 90 0 0 0 0 1.13 55 16.07 NA 14.24 3 1 40 4 "60" 21
"501" 501 "Saturday Night Fever" "Par." 237.1 94.2 142.9 1977 "Music Drama" "R" NA 6.8 "Music" "Drama" NA 118 NA "John Badham" "hs" NA 0 0 0 0 NA 32 25.61 NA NA 3 7 40 NA "49" NA
"502" 502 "Silver Linings Playbook" "Wein." 236.4 132.1 104.3 2012 "Comedy" "R" NA 7.8 "Comedy" "" NA 122 NA "David O. Russell" "ns" 21 0 228 81 0 6.29 67 17.15 NA 2.73 42 99 29 106 "65" 157
"503" 503 "2 Fast 2 Furious" "Uni." 236.4 127.2 109.2 2003 "Action" "PG-13" 3418 5.8 "Action" "" 50.5 101 19 "John Singleton" "ss" 76 0 0 0 0 1.67 58 19.08 7.57 11.4 11 18 7 2 "11" 15
"504" 504 "A.I. Artificial Intelligence" "WB" 235.9 78.6 157.3 2001 "Sci-Fi" "PG-13" NA 7.1 "Sci-Fi" "" NA 145 NA "Steven Spielberg" "ss" 100 0 190 61 0 0.79 56 12.21 NA 15.54 175 168 25 7 "28" 15
"505" 505 "Dead Poets Society" "BV" 235.9 95.9 140 1989 "Drama" "PG" NA 8 "Drama" "" NA 128 NA "Peter Weir" "ss" NA 0 54 74 0 NA 43 19.4 NA NA 32 56 63 0 "80" 5
"506" 506 "Spy" "Fox" 235.7 110.8 124.8 2015 "Comedy" "PG-13" NA 7.1 "Comedy" "" NA 96 NA "Paul Feig" "hs" NA 0 40 68 0 NA 70 13.77 NA NA 7 10 16 NA "50" NA
"507" 507 "American Pie" "Uni." 235.5 102.6 132.9 2015 "Comedy" "R" 3715 7 "Comedy" "" 29.1 120 18 "Paul Weitz" "ss" 65 0 123 49 0 1.58 70 12.75 3.62 8.08 2 9 4 2 "15" 4
"508" 508 "Howl's Moving Castle" "BV" 235.2 4.7 230.5 1999 "Comedy" "R" NA 8.2 "Comedy" "" NA 95 NA "Hayao Miyazaki" "ss" 11 0 172 76 0 0.43 54 0.76 NA 1.77 73 33 11 2 "4" 2
"509" 509 "American Reunion" "Uni." 235 57 178 2005 "Animation" "PG" NA 6.7 "Animation" "" NA 119 NA "Jon Hurwitz" "ss" NA 0 0 0 0 NA 60 8.26 NA NA NA NA 4 5 "15" 16
"510" 510 "Big Daddy" "Sony" 234.8 163.5 71.3 2012 "Comedy" "R" 3203 6.4 "Comedy" "" NA 113 NA "Dennis Dugan" "ns" 50 0 0 0 0 3.27 67 21.23 NA 6.49 1 4 50 4 "68" 6
"511" 511 "Daddy's Home" "Par." 234.7 148 86.7 1999 "Comedy" "PG-13" 3254 5.8 "Comedy" "" NA 93 NA "Amy Heckerling" "ss" 34.2 0 0 0 0 4.33 54 23.84 NA 5.51 3 2 40 6 "49" 33
"512" 512 "The Day the Earth Stood Still" "Fox" 233.1 79.4 153.7 2008 "Sci-Fi" "PG-13" 3560 5.5 "Sci-Fi" "" 30.5 110 16 "Scott Derrickson" "hs" 80 0 0 0 0 0.99 63 10.96 4.21 11.05 1 1 11 15 "20" 25
"513" 513 "The Girl with the Dragon Tattoo" "Sony" 232.6 102.5 130.1 2011 "Thriller" "R" 2950 2.6 "Thriller" "" 12.8 160 13.3 "Craig Moss" "hs" 90 0 176 75 0 1.14 66 13.51 1.69 11.86 NA NA NA NA " " NA
"514" 514 "Argo" "WB" 232.3 136 96.3 2012 "Drama / Thriller" "R" 3247 7.8 "Drama" "Thriller" NA 120 NA "Ben Affleck" "ns" 44.5 0 86 83 0 3.06 67 17.66 NA 5.78 67 95 67 45 "95" 75
"515" 515 "The English Patient" "Mira." 232 78.7 153.3 1996 "Romance" "R" NA 7.4 "Romance" "" NA 162 NA "Anthony Minghella" "ns" 27 0 76 73 0 2.91 51 13.43 NA 4.61 31 52 32 26 "90" 43
"516" 516 "Sister Act" "BV" 231.6 139.6 92 1992 "Comedy" "PG" NA 6.2 "Comedy" "" NA 100 NA "Emile Ardolino" "ss" NA 0 0 0 0 NA 46 26.4 NA NA 9 21 50 44 "72" 91
"517" 517 "American Wedding" "Uni." 231.4 104.6 126.9 2003 "Comedy" "R" NA 6.3 "Comedy" "" NA 102 NA "Jesse Dylan" "ss" 55 0 0 0 0 1.9 58 15.69 NA 8.25 1 2 4 5 "15" 8
"518" 518 "Juno" "FoxS" 231.4 143.5 87.9 2007 "Comedy / Drama" "PG-13" NA 7.5 "Comedy" "Drama" NA 91 NA "Jason Reitman" "hs" 7.5 0 206 83 0 19.13 62 20.14 NA 1.05 63 64 42 7 "58" 23
"519" 519 "Constantine" "WB" 230.9 76 154.9 2005 "Horror" "R" 3006 6.9 "Horror" "" NA 121 NA "Francis Lawrence" "ns" 100 0 0 0 0 0.76 60 11.02 NA 14.5 3 5 11 15 "20" 30
"520" 520 "Get Smart" "WB" 230.7 130.3 100.4 2008 "Action Comedy" "PG-13" 3915 6.5 "Action" "Comedy" 38.7 110 20 "Peter Segal" "ss" 80 0 0 0 0 1.63 63 17.99 5.34 11.05 0 1 32 65 "115" 95
"521" 521 "Space Jam" "WB" 230.4 90.4 140 1996 "Family Comedy" "PG" NA 6.3 "Family" "Comedy" NA 88 NA "Joe Pytka" "ns" NA 0 50 24 0 NA 51 15.42 NA NA 4 12 17 0 "33" 6
"522" 522 "The Heat" "Fox" 229.9 159.6 70.3 2013 "Comedy" "R" 3184 6.6 "Comedy" "" 39.1 117 24 "Paul Feig" "ss" 43 0 0 0 0 3.71 68 20.42 5 5.5 7 10 72 19 "102" 61
"523" 523 "Mr. Bean's Holiday" "Uni." 229.7 33.3 196.4 2007 "Comedy" "G" NA 6.3 "Comedy" "" NA 90 NA "Steve Bendelack" "ss" NA 0 0 0 0 NA 62 4.67 NA NA 0 3 7 2 "14" 3
"524" 524 "Life Is Beautiful" "Mira." 229.2 57.6 171.6 1998 "Foreign" "PG-13" NA 8.6 "Foreign" "" NA 116 NA "Roberto Benigni" "ns" NA 0 86 69 0 NA 53 9.46 NA NA 52 37 52 2 "37" 6
"525" 525 "Ghost Rider" "Sony" 228.7 115.8 112.9 2007 "Action Horror" "PG-13" 3620 5.2 "Action" "Horror" 45.4 110 11 "Mark Steven Johnson" "ns" 110 0 0 0 0 1.05 62 16.25 6.37 15.44 NA NA NA NA " " NA
"526" 526 "Lethal Weapon 2" "WB" 227.9 147.3 80.6 1989 "Action Comedy" "R" 1830 7.2 "Action" "Comedy" NA 113 NA "Richard Donner" "ss" NA 1 0 0 0 NA 43 29.8 NA NA 9 7 32 22 "30" 41
"527" 527 "The Green Hornet" "Sony" 227.8 98.8 129 2011 "AA" "PG-13" 3584 5.9 "AA" "" NA 108 NA "Michel Gondry" "ns" 120 0 0 0 0 0.82 66 13.02 NA 15.82 26 30 11 5 "26" 13
"528" 528 "Sleepless in Seattle" "TriS" 227.8 126.7 101.1 1993 "Romantic Comedy" "PG" 1657 6.8 "Romantic" "Comedy" NA 105 NA "Nora Ephron" "ss" 21 0 46 60 0 6.03 45 24.5 NA 4.06 7 18 76 2 "115" 3
"529" 529 "The Imitation Game" "Wein." 227.8 91.1 136.6 2014 "Drama" "PG-13" NA 8.1 "Drama" "" NA 114 NA "Morten Tyldum" "hs" NA 0 235 79 0 NA 69 11.49 NA NA 32 18 30 26 "81" 87
"530" 530 "Immortals" "Rela." 226.9 83.5 143.4 2011 "Fantasy Drama" "R" 3120 6.1 "Fantasy" "Drama" 32.2 110 15 "Tarsem Singh" "ns" 75 0 0 0 0 1.11 66 11.01 4.24 9.89 4 3 1 38 "5" 33
"531" 531 "Taken" "Fox" 226.8 145 81.8 2009 "Action" "PG-13" 3184 7.9 "Action" "" 24.7 93 23 "Pierre Morel" "ns" 25 0 58 80 0 5.8 64 19.71 3.36 3.4 NA NA 15 1 "35" 5
"532" 532 "Percy Jackson & The Olympians: The Lightning Thief" "Fox" 226.5 88.8 137.7 2010 "Fantasy" "PG" 3396 5.9 "Fantasy" "" 31.2 120 20 "Chris Columbus" "ns" 95 1 0 0 0 0.93 65 11.89 4.18 12.72 6 18 7 1 "21" 3
"533" 533 "Hansel and Gretel: Witch Hunters" "Par." 226.3 55.7 170.6 2013 "Action Comedy" "R" 3375 6.1 "Action" "Comedy" 19.7 88 13 "Tommy Wirkola" "ns" 50 1 0 0 0 1.11 68 7.13 2.52 6.4 5 2 30 1 "53" 7
"534" 534 "Good Will Hunting" "Mira." 225.9 138.4 87.5 1997 "Drama" "R" NA 8.3 "Drama" "" NA 126 NA "Gus Van Sant" "hs" NA 0 70 86 0 NA 52 23.16 NA NA 36 55 34 63 "122" 80
"535" 535 "The Social Network" "Sony" 224.9 97 128 2010 "Comedy / Drama" "PG-13" 2921 7.7 "Comedy" "Drama" 22.4 120 22 "David Fincher" "ns" 40 0 288 85 0 2.42 65 12.98 3 5.35 57 101 20 23 "54" 62
"536" 536 "Chicken Run" "DW" 224.8 106.8 118 2000 "Animation" "G" 2953 7 "Animation" "" NA 84 NA "Peter Lord" "ss" 45 0 170 86 0 2.37 55 16.89 NA 7.12 15 22 NA NA " " NA
"537" 537 "Con Air" "BV" 224 101.1 122.9 1997 "Action" "PG" NA 6.8 "Action" "" NA 115 NA "Simon West" "ss" NA 0 63 42 0 NA 52 16.91 NA NA 4 9 7 0 "8" 5
"538" 538 "Interview with the Vampire" "WB" 223.7 105.3 118.4 1994 "Period Horror" "R" 2941 7.6 "Period" "Horror" 24.1 123 19 "Neil Jordan" "ns" 75 0 51 49 0 1.4 47 19.49 4.46 13.88 39 47 64 8 "136" 10
"539" 539 "Flightplan" "BV" 223.4 89.7 133.7 2005 "Thriller" "R" NA 6.2 "Thriller" "" NA 93 NA "Robert Schwentke" "ns" 60 0 0 0 0 1.5 60 13.01 NA 8.7 3 3 54 14 "43" 33
"540" 540 "Yes Man" "WB" 223.2 97.7 125.6 2008 "Comedy" "PG-13" 3424 6.8 "Comedy" "" 24.6 104 24 "Peyton Reed" "hs" NA 0 0 0 0 NA 63 13.49 3.4 NA 2 3 45 6 "88" 32
"541" 541 "Non-Stop" "Uni." 222.8 92.2 130.6 2014 "Thriller" "PG-13" 3434 7 "Thriller" "" 18.3 110 15 "Jaume Collet-Serra" "ns" 70 0 0 0 0 1.32 69 11.63 2.31 8.83 0 1 15 107 "35" 148
